file_path,class_name,file_npm,extract_npm,file_loc,extract_loc,extract_loc_with_c,lo_comment
org.apache.tools.ant.types.optional.ScriptSelector,ScriptSelector,16,15,140,102,223,121
org.apache.tools.ant.taskdefs.email.EmailAddress,EmailAddress,7,5,284,125,197,72
org.apache.tools.ant.types.XMLCatalog,XMLCatalog,13,16,874,692,1107,415
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory,Native2AsciiAdapterFactory,3,2,79,38,88,50
org.apache.tools.bzip2.CRC,CRC,0,0,1107,114,141,27
org.apache.tools.ant.taskdefs.compilers.AptCompilerAdapter,AptCompilerAdapter,2,1,171,92,189,97
org.apache.tools.ant.taskdefs.GZip,GZip,1,0,71,28,67,39
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,CvsTagEntry,7,4,105,55,109,54
org.apache.tools.ant.util.ContainerMapper,ContainerMapper,7,6,89,55,118,63
org.apache.tools.ant.util.XMLFragment,XMLFragment,4,6,90,83,156,73
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,SummaryJUnitResultFormatter,12,11,223,104,177,73
org.apache.tools.ant.taskdefs.Redirector,Redirector,30,29,1212,528,826,298
org.apache.tools.zip.ZipShort,ZipShort,10,7,121,58,133,75
org.apache.tools.ant.types.resources.FileResourceIterator,FileResourceIterator,8,5,109,53,107,54
org.apache.tools.ant.TaskContainer,TaskContainer,1,0,1,7,42,35
org.apache.tools.ant.types.selectors.AndSelector,AndSelector,3,2,52,38,77,39
org.apache.tools.ant.util.regexp.JakartaOroRegexp,JakartaOroRegexp,2,1,105,61,99,38
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,CompilerAdapter,2,0,2,13,52,39
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetCompile,DotnetCompile,38,38,888,537,994,457
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,PlainJUnitResultFormatter,11,10,386,160,248,88
org.apache.tools.ant.taskdefs.Sequential,Sequential,3,2,32,24,65,41
org.apache.tools.ant.types.AbstractFileSet,AbstractFileSet,57,52,1035,485,815,330
org.apache.tools.ant.taskdefs.optional.depend.constantpool.InterfaceMethodRefCPInfo,InterfaceMethodRefCPInfo,7,6,108,69,137,68
org.apache.tools.ant.FileScanner,FileScanner,14,0,14,33,158,125
org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,EJBDeploymentTool,4,0,4,20,60,40
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,JarLibManifestTask,7,6,355,174,314,140
org.apache.tools.ant.taskdefs.optional.extension.Extension,Extension,16,15,850,409,689,280
org.apache.tools.ant.util.IdentityMapper,IdentityMapper,4,3,16,15,52,37
org.apache.tools.ant.util.JAXPUtils,JAXPUtils,9,6,155,128,258,130
org.apache.tools.ant.util.UnPackageNameMapper,UnPackageNameMapper,1,0,20,12,48,36
org.apache.tools.ant.taskdefs.MatchingTask,MatchingTask,40,35,327,226,445,219
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,GenericDeploymentTool,10,9,1367,625,952,327
org.apache.tools.ant.taskdefs.rmic.SunRmic,SunRmic,2,1,167,63,103,40
org.apache.tools.ant.types.resources.Union,Union,5,3,122,69,122,53
org.apache.tools.ant.Diagnostics,Diagnostics,5,6,1038,474,650,176
org.apache.tools.ant.util.LineOrientedOutputStream,LineOrientedOutputStream,5,4,143,77,140,63
org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,SplashScreen,11,9,213,117,134,17
org.apache.tools.ant.types.optional.ScriptFilter,ScriptFilter,12,11,98,74,168,94
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory,JspCompilerAdapterFactory,2,2,97,52,121,69
org.apache.tools.ant.taskdefs.LoadResource,LoadResource,8,7,336,148,232,84
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,ExtensionAdapter,10,9,214,121,227,106
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ClassCPInfo,ClassCPInfo,5,4,51,36,93,57
org.apache.tools.ant.util.regexp.JakartaOroMatcher,JakartaOroMatcher,7,6,135,86,168,82
org.apache.tools.ant.types.spi.Provider,Provider,4,3,37,28,63,35
org.apache.tools.ant.taskdefs.optional.perforce.P4Have,P4Have,2,1,25,12,46,34
org.apache.tools.ant.taskdefs.optional.Native2Ascii,Native2Ascii,14,16,362,188,300,112
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,AbstractHotDeploymentTool,13,12,109,82,193,111
org.apache.tools.ant.Location,Location,9,6,134,85,177,92
org.apache.tools.ant.types.ZipFileSet,ZipFileSet,4,3,143,79,147,68
org.apache.tools.ant.taskdefs.GUnzip,GUnzip,1,0,129,52,96,44
org.apache.tools.ant.util.LeadPipeInputStream,LeadPipeInputStream,9,5,177,89,158,69
org.apache.tools.ant.helper.AntXMLContext,AntXMLContext,28,27,300,192,367,175
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,JakartaRegexpMatcher,7,6,129,84,161,77
org.apache.tools.ant.util.regexp.JakartaRegexpRegexp,JakartaRegexpRegexp,2,1,95,52,89,37
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,Pvcs,32,31,1006,435,679,244
org.apache.tools.tar.TarInputStream,TarInputStream,15,12,538,244,393,149
org.apache.tools.ant.types.selectors.NoneSelector,NoneSelector,3,2,52,38,78,40
org.apache.tools.ant.types.selectors.FileSelector,FileSelector,1,0,1,14,48,34
org.apache.tools.ant.taskdefs.Chmod,Chmod,16,13,305,135,259,124
org.apache.tools.ant.types.selectors.ContainsRegexpSelector,ContainsRegexpSelector,7,6,209,113,172,59
org.apache.tools.ant.types.resources.BZip2Resource,BZip2Resource,2,0,70,39,85,46
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp,ScpToMessageBySftp,7,3,285,173,243,70
org.apache.tools.ant.types.Assertions,Assertions,10,15,289,187,366,179
org.apache.tools.ant.taskdefs.condition.IsReference,IsReference,4,3,68,49,89,40
org.apache.tools.ant.helper.ProjectHelper2,ProjectHelper2,4,26,461,673,1121,448
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,AggregateTransformer,8,7,451,219,346,127
org.apache.tools.ant.util.depend.bcel.FullAnalyzer,FullAnalyzer,1,0,185,85,131,46
org.apache.tools.ant.taskdefs.optional.ssh.LogListener,LogListener,1,0,1,6,30,24
org.apache.tools.ant.taskdefs.ProcessDestroyer,ProcessDestroyer,5,6,335,137,221,84
org.apache.tools.ant.filters.EscapeUnicode,EscapeUnicode,4,2,107,60,128,68
org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii,DefaultNative2Ascii,2,1,53,39,105,66
org.apache.tools.ant.util.regexp.RegexpUtil,RegexpUtil,3,2,20,13,49,36
org.apache.tools.ant.taskdefs.PumpStreamHandler,PumpStreamHandler,9,5,183,126,232,106
org.apache.tools.ant.taskdefs.Parallel,Parallel,9,12,519,285,459,174
org.apache.tools.ant.util.PropertyOutputStream,PropertyOutputStream,3,1,49,31,69,38
org.apache.tools.ant.taskdefs.email.PlainMailer,PlainMailer,1,1,250,103,137,34
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,AntResolver,6,5,104,69,116,47
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,DefaultCompilerAdapter,3,2,1167,457,648,191
org.apache.tools.ant.taskdefs.optional.ssh.SSHBase,SSHBase,16,15,184,112,223,111
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetResource,DotnetResource,14,13,297,144,248,104
org.apache.tools.ant.taskdefs.optional.depend.constantpool.LongCPInfo,LongCPInfo,3,2,25,21,56,35
org.apache.tools.ant.taskdefs.BZip2,BZip2,1,0,82,34,73,39
org.apache.tools.ant.taskdefs.Property,Property,25,24,807,388,641,253
org.apache.tools.ant.taskdefs.optional.depend.constantpool.StringCPInfo,StringCPInfo,4,3,46,30,74,44
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,RedirectingOutputStream,1,0,14,16,46,30
org.apache.tools.ant.filters.BaseFilterReader,BaseFilterReader,5,3,146,94,198,104
org.apache.tools.ant.types.DirSet,DirSet,6,5,103,59,114,55
org.apache.tools.ant.taskdefs.optional.native2ascii.SunNative2Ascii,SunNative2Ascii,1,0,82,41,70,29
org.apache.tools.ant.taskdefs.PreSetDef,PreSetDef,4,18,112,142,275,133
org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory,JavahAdapterFactory,3,2,79,37,87,50
org.apache.tools.ant.types.optional.AbstractScriptComponent,AbstractScriptComponent,10,9,91,66,144,78
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,WeblogicDeploymentTool,23,22,1196,630,927,297
org.apache.tools.ant.types.resources.comparators.DelegatedResourceComparator,DelegatedResourceComparator,4,3,169,80,124,44
org.apache.tools.ant.filters.ChainableReader,ChainableReader,1,0,1,7,37,30
org.apache.tools.ant.types.resources.URLResource,URLResource,18,14,409,228,367,139
org.apache.tools.ant.taskdefs.Untar,Untar,3,4,182,121,223,102
org.apache.tools.ant.listener.CommonsLoggingListener,CommonsLoggingListener,12,11,459,237,332,95
org.apache.tools.ant.ComponentHelper,ComponentHelper,26,29,1711,669,1027,358
org.apache.tools.ant.RuntimeConfigurable,RuntimeConfigurable,22,21,515,249,475,226
org.apache.tools.mail.SmtpResponseReader,SmtpResponseReader,3,2,108,49,100,51
org.apache.tools.ant.taskdefs.VerifyJar,VerifyJar,3,9,179,147,208,61
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage,ScpToMessage,9,3,402,204,287,83
org.apache.tools.ant.taskdefs.optional.unix.Symlink,Symlink,16,15,856,342,592,250
org.apache.tools.ant.ProjectHelper,ProjectHelper,17,17,386,255,545,290
org.apache.tools.ant.listener.Log4jListener,Log4jListener,8,7,305,123,179,56
org.apache.tools.ant.filters.FixCrLfFilter,FixCrLfFilter,16,44,331,689,1000,311
org.apache.tools.ant.taskdefs.AbstractJarSignerTask,AbstractJarSignerTask,13,12,348,191,379,188
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,JbossDeploymentTool,3,2,160,63,110,47
org.apache.tools.ant.taskdefs.ManifestClassPath,ManifestClassPath,6,5,292,119,187,68
org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen,P4Reopen,3,2,53,24,60,36
org.apache.tools.ant.taskdefs.Javadoc,Javadoc,81,119,2704,1501,2373,872
org.apache.tools.ant.types.selectors.BaseSelector,BaseSelector,6,5,46,49,110,61
org.apache.tools.ant.types.resources.selectors.ResourceSelectorContainer,ResourceSelectorContainer,6,4,141,79,129,50
org.apache.tools.ant.taskdefs.compilers.Gcj,Gcj,3,2,216,99,147,48
org.apache.tools.ant.taskdefs.optional.depend.JarFileIterator,JarFileIterator,2,1,83,54,89,35
